id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,max_size,full,role
2,2018-01-09 12:57:31.159838,4,4,,,,f,,particle_network,17,t,experiment
1,2018-01-09 12:57:31.147042,4,4,,,,f,,particle_network,17,t,experiment
