id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,max_size,full,role
5,2018-01-18 09:02:58.457967,4,4,,,,f,,particle_network,17,t,experiment
6,2018-01-18 09:02:58.45937,4,4,,,,f,,particle_network,17,t,experiment
3,2018-01-18 09:02:58.455031,4,4,,,,f,,particle_network,17,t,experiment
2,2018-01-18 09:02:58.453459,4,4,,,,f,,particle_network,17,t,experiment
7,2018-01-18 09:02:58.460837,4,4,,,,f,,particle_network,17,t,experiment
1,2018-01-18 09:02:58.451268,4,4,,,,f,,particle_network,17,t,experiment
4,2018-01-18 09:02:58.456568,4,4,,,,f,,particle_network,17,t,experiment
8,2018-01-18 09:02:58.462287,4,4,,,,f,,particle_network,17,t,experiment
