id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,participant_id,number,question,response
352,2018-01-22 15:14:09.092322,,,,,,f,,question,117,2,multi-confusing,All was good.
353,2018-01-22 15:14:09.169304,,,,,,f,,question,117,3,"",""
357,2018-01-22 15:36:52.111403,,,,,,f,,question,118,3,"",""
360,2018-01-22 16:59:08.70244,,,,,,f,,question,119,2,multi-confusing,No
362,2018-01-22 16:59:08.829081,,,,,,f,,question,119,4,"",""
364,2018-01-22 17:22:44.110039,,,,,,f,,question,120,2,multi-confusing,Only the total number of parts to put on.
369,2018-01-22 18:40:11.794608,,,,,,f,,question,121,3,"",""
370,2018-01-22 18:40:11.878457,,,,,,f,,question,121,4,"",""
374,2018-01-22 19:27:13.628207,,,,,,f,,question,123,4,"",""
379,2018-01-22 20:06:36.107042,,,,,,f,,question,125,1,time,5
337,2018-01-22 13:35:25.69613,,,,,,f,,question,112,3,"",""
377,2018-01-22 19:47:04.712236,,,,,,f,,question,124,3,"",""
386,2018-01-22 20:29:40.746341,,,,,,f,,question,126,4,"",""
338,2018-01-22 13:35:25.772916,,,,,,f,,question,112,4,"",""
344,2018-01-22 14:10:43.676802,,,,,,f,,question,114,2,multi-confusing,I think we were supposed to be able to deselect parts from the ship during the 4 runs but that wasn't possible. 
346,2018-01-22 14:10:43.803039,,,,,,f,,question,114,4,"",""
347,2018-01-22 14:20:30.51822,,,,,,f,,question,116,1,time,5
348,2018-01-22 14:20:30.60382,,,,,,f,,question,116,2,multi-confusing,no not really
349,2018-01-22 14:20:30.685139,,,,,,f,,question,116,3,"",""
351,2018-01-22 15:14:09.014916,,,,,,f,,question,117,1,time,10
354,2018-01-22 15:14:09.255875,,,,,,f,,question,117,4,"",""
355,2018-01-22 15:36:51.894271,,,,,,f,,question,118,1,time,7
358,2018-01-22 15:36:52.206661,,,,,,f,,question,118,4,"",""
365,2018-01-22 17:22:44.201773,,,,,,f,,question,120,3,"",""
366,2018-01-22 17:22:44.293163,,,,,,f,,question,120,4,"",""
368,2018-01-22 18:40:11.679375,,,,,,f,,question,121,2,multi-confusing,I was confused on how to deselect the parts???
373,2018-01-22 19:27:13.475943,,,,,,f,,question,123,3,"",""
375,2018-01-22 19:47:04.539747,,,,,,f,,question,124,1,time,12
376,2018-01-22 19:47:04.630359,,,,,,f,,question,124,2,multi-confusing,""
378,2018-01-22 19:47:04.811926,,,,,,f,,question,124,4,"",""
380,2018-01-22 20:06:36.225991,,,,,,f,,question,125,2,multi-confusing,""
382,2018-01-22 20:06:36.4396,,,,,,f,,question,125,4,"",""
387,2018-01-22 20:40:24.84152,,,,,,f,,question,128,1,time,10
388,2018-01-22 20:40:24.903739,,,,,,f,,question,128,2,multi-confusing,No
398,2018-01-22 21:24:18.457145,,,,,,f,,question,131,4,"",""
356,2018-01-22 15:36:52.007867,,,,,,f,,question,118,2,multi-confusing,"no, it was fun!"
361,2018-01-22 16:59:08.765225,,,,,,f,,question,119,3,"",""
371,2018-01-22 19:27:13.24893,,,,,,f,,question,123,1,time,10
372,2018-01-22 19:27:13.332381,,,,,,f,,question,123,2,multi-confusing,There were no issues with the experiment
381,2018-01-22 20:06:36.342249,,,,,,f,,question,125,3,"",""
383,2018-01-22 20:29:40.145146,,,,,,f,,question,126,1,time,15
384,2018-01-22 20:29:40.394484,,,,,,f,,question,126,2,multi-confusing,No
385,2018-01-22 20:29:40.678199,,,,,,f,,question,126,3,"",""
390,2018-01-22 20:40:25.308999,,,,,,f,,question,128,4,"",""
391,2018-01-22 21:04:26.301352,,,,,,f,,question,130,1,time,15
393,2018-01-22 21:04:26.636317,,,,,,f,,question,130,3,"",""
394,2018-01-22 21:04:26.842866,,,,,,f,,question,130,4,"",""
395,2018-01-22 21:24:18.067448,,,,,,f,,question,131,1,time,10
396,2018-01-22 21:24:18.204985,,,,,,f,,question,131,2,multi-confusing,My strategy.
397,2018-01-22 21:24:18.340612,,,,,,f,,question,131,3,"",""
399,2018-01-23 03:23:58.521001,,,,,,f,,question,134,1,time,5
400,2018-01-23 03:23:58.84573,,,,,,f,,question,134,2,multi-confusing,""
401,2018-01-23 03:23:58.945794,,,,,,f,,question,134,3,"",""
402,2018-01-23 03:23:59.040166,,,,,,f,,question,134,4,"",""
403,2018-01-23 03:32:58.401131,,,,,,f,,question,135,1,time,7
404,2018-01-23 03:32:58.53734,,,,,,f,,question,135,2,multi-confusing,"I was a little confused with the 2,3 & 4 flights within each game - I thought I'd be changing the parts each time. "
405,2018-01-23 03:32:58.673525,,,,,,f,,question,135,3,"",""
406,2018-01-23 03:32:58.802322,,,,,,f,,question,135,4,"",""
407,2018-01-23 04:41:02.521627,,,,,,f,,question,136,1,time,10
408,2018-01-23 04:41:02.569726,,,,,,f,,question,136,2,multi-confusing,No
409,2018-01-23 04:41:02.616504,,,,,,f,,question,136,3,"",""
410,2018-01-23 04:41:02.663184,,,,,,f,,question,136,4,"",""
411,2018-01-23 06:06:07.199894,,,,,,f,,question,137,1,time,10
412,2018-01-23 06:06:07.314813,,,,,,f,,question,137,2,multi-confusing,""
413,2018-01-23 06:06:07.421782,,,,,,f,,question,137,3,"",""
414,2018-01-23 06:06:07.563148,,,,,,f,,question,137,4,"",""
415,2018-01-23 09:23:40.561374,,,,,,f,,question,139,1,time,10
416,2018-01-23 09:23:40.635328,,,,,,f,,question,139,2,multi-confusing,"Yes, I didn't understand if I was supposed to use new parts or the same ones."
417,2018-01-23 09:23:40.692453,,,,,,f,,question,139,3,"",""
418,2018-01-23 09:23:40.753264,,,,,,f,,question,139,4,"",""
419,2018-01-23 10:03:50.030399,,,,,,f,,question,141,1,time,5
420,2018-01-23 10:03:50.093054,,,,,,f,,question,141,2,multi-confusing,No
421,2018-01-23 10:03:50.145443,,,,,,f,,question,141,3,"",""
422,2018-01-23 10:03:50.201133,,,,,,f,,question,141,4,"",""
423,2018-01-23 12:56:19.368689,,,,,,f,,question,142,1,time,10
424,2018-01-23 12:56:19.420201,,,,,,f,,question,142,2,multi-confusing,""
425,2018-01-23 12:56:19.469451,,,,,,f,,question,142,3,"",""
426,2018-01-23 12:56:19.525204,,,,,,f,,question,142,4,"",""
427,2018-01-23 14:28:55.324099,,,,,,f,,question,145,1,time,15
428,2018-01-23 14:28:55.372278,,,,,,f,,question,145,2,multi-confusing,No
429,2018-01-23 14:28:55.426335,,,,,,f,,question,145,3,"",""
430,2018-01-23 14:28:55.481817,,,,,,f,,question,145,4,"",""
431,2018-01-23 14:37:11.345283,,,,,,f,,question,146,1,time,7
432,2018-01-23 14:37:11.448068,,,,,,f,,question,146,2,multi-confusing,not really
433,2018-01-23 14:37:11.532509,,,,,,f,,question,146,3,"",""
434,2018-01-23 14:37:11.618444,,,,,,f,,question,146,4,"",""
435,2018-01-23 14:47:24.826569,,,,,,f,,question,147,1,time,12
436,2018-01-23 14:47:24.964798,,,,,,f,,question,147,2,multi-confusing,No
437,2018-01-23 14:47:25.094847,,,,,,f,,question,147,3,"",""
438,2018-01-23 14:47:25.253848,,,,,,f,,question,147,4,"",""
439,2018-01-23 14:57:56.300441,,,,,,f,,question,148,1,time,12
440,2018-01-23 14:57:56.383436,,,,,,f,,question,148,2,multi-confusing,no
441,2018-01-23 14:57:56.4901,,,,,,f,,question,148,3,"",""
442,2018-01-23 14:57:56.566617,,,,,,f,,question,148,4,"",""
443,2018-01-23 15:18:31.10328,,,,,,f,,question,149,1,time,12
444,2018-01-23 15:18:31.206014,,,,,,f,,question,149,2,multi-confusing,No but it seemed hard to get a ship to actually work without getting a part that failed
445,2018-01-23 15:18:31.282617,,,,,,f,,question,149,3,"",""
446,2018-01-23 15:18:31.36883,,,,,,f,,question,149,4,"",""
447,2018-01-23 15:29:34.292672,,,,,,f,,question,150,1,time,7
448,2018-01-23 15:29:34.399254,,,,,,f,,question,150,2,multi-confusing,"Yes, I wish I knew what the part were called and ect. "
449,2018-01-23 15:29:34.503729,,,,,,f,,question,150,3,"",""
450,2018-01-23 15:29:34.598291,,,,,,f,,question,150,4,"",""
451,2018-01-23 15:41:42.617236,,,,,,f,,question,151,1,time,10
452,2018-01-23 15:41:42.743092,,,,,,f,,question,151,2,multi-confusing,No
453,2018-01-23 15:41:42.872905,,,,,,f,,question,151,3,"",""
454,2018-01-23 15:41:42.991667,,,,,,f,,question,151,4,"",""
455,2018-01-23 16:00:09.066458,,,,,,f,,question,152,1,time,10
456,2018-01-23 16:00:09.221943,,,,,,f,,question,152,2,multi-confusing,"yes, some of the same parts would work and not work. It was hard to figure out which ones to use"
457,2018-01-23 16:00:09.376807,,,,,,f,,question,152,3,"",""
458,2018-01-23 16:00:09.522738,,,,,,f,,question,152,4,"",""
459,2018-01-23 16:12:35.757221,,,,,,f,,question,153,1,time,10
460,2018-01-23 16:12:35.830179,,,,,,f,,question,153,2,multi-confusing,No issues
461,2018-01-23 16:12:35.896922,,,,,,f,,question,153,3,"",""
462,2018-01-23 16:12:35.961281,,,,,,f,,question,153,4,"",""
463,2018-01-23 16:36:40.305076,,,,,,f,,question,154,1,time,12
464,2018-01-23 16:36:40.380458,,,,,,f,,question,154,2,multi-confusing,Nope
465,2018-01-23 16:36:40.454429,,,,,,f,,question,154,3,"",""
466,2018-01-23 16:36:40.526456,,,,,,f,,question,154,4,"",""
467,2018-01-23 16:52:05.898627,,,,,,f,,question,155,1,time,12
468,2018-01-23 16:52:05.947894,,,,,,f,,question,155,2,multi-confusing,Nothing was confusng
469,2018-01-23 16:52:06.001067,,,,,,f,,question,155,3,"",""
470,2018-01-23 16:52:06.086209,,,,,,f,,question,155,4,"",""
471,2018-01-23 17:08:22.796826,,,,,,f,,question,156,1,time,7
472,2018-01-23 17:08:22.840906,,,,,,f,,question,156,2,multi-confusing,No
473,2018-01-23 17:08:22.882917,,,,,,f,,question,156,3,"",""
474,2018-01-23 17:08:22.921452,,,,,,f,,question,156,4,"",""
475,2018-01-23 17:33:04.545853,,,,,,f,,question,158,1,time,10
476,2018-01-23 17:33:04.641895,,,,,,f,,question,158,2,multi-confusing,no
490,2018-01-23 21:47:51.609924,,,,,,f,,question,162,4,"",""
477,2018-01-23 17:33:04.763194,,,,,,f,,question,158,3,"",""
484,2018-01-23 18:55:16.318114,,,,,,f,,question,160,2,multi-confusing,No
486,2018-01-23 18:55:16.48007,,,,,,f,,question,160,4,"",""
478,2018-01-23 17:33:04.869205,,,,,,f,,question,158,4,"",""
487,2018-01-23 21:47:51.23072,,,,,,f,,question,162,1,time,7
479,2018-01-23 18:25:37.683591,,,,,,f,,question,159,1,time,10
480,2018-01-23 18:25:37.816029,,,,,,f,,question,159,2,multi-confusing,no
482,2018-01-23 18:25:38.038085,,,,,,f,,question,159,4,"",""
481,2018-01-23 18:25:37.9178,,,,,,f,,question,159,3,"",""
483,2018-01-23 18:55:16.210144,,,,,,f,,question,160,1,time,10
485,2018-01-23 18:55:16.405404,,,,,,f,,question,160,3,"",""
488,2018-01-23 21:47:51.346641,,,,,,f,,question,162,2,multi-confusing,"A little but I kept reading the instructions until I understood and after I played one game I got it, maybe add a practice game. "
489,2018-01-23 21:47:51.46783,,,,,,f,,question,162,3,"",""
491,2018-01-23 22:21:46.236339,,,,,,f,,question,163,1,time,10
492,2018-01-23 22:21:46.30997,,,,,,f,,question,163,2,multi-confusing,"I couldn't find a pattern, but maybe there wasn't any?"
493,2018-01-23 22:21:46.370463,,,,,,f,,question,163,3,"",""
494,2018-01-23 22:21:46.428129,,,,,,f,,question,163,4,"",""
495,2018-01-23 23:20:06.82011,,,,,,f,,question,164,1,time,7
496,2018-01-23 23:20:06.917715,,,,,,f,,question,164,2,multi-confusing,no
497,2018-01-23 23:20:06.982904,,,,,,f,,question,164,3,"",""
498,2018-01-23 23:20:07.058868,,,,,,f,,question,164,4,"",""
499,2018-01-24 03:53:56.061847,,,,,,f,,question,165,1,time,10
500,2018-01-24 03:53:56.126453,,,,,,f,,question,165,2,multi-confusing,"No, the instructions were clear."
501,2018-01-24 03:53:56.222184,,,,,,f,,question,165,3,"",""
502,2018-01-24 03:53:56.283248,,,,,,f,,question,165,4,"",""
503,2018-01-24 04:06:26.791027,,,,,,f,,question,166,1,time,5
504,2018-01-24 04:06:27.121358,,,,,,f,,question,166,2,multi-confusing,""
505,2018-01-24 04:06:27.266627,,,,,,f,,question,166,3,"",""
506,2018-01-24 04:06:27.50818,,,,,,f,,question,166,4,"",""
507,2018-01-24 04:14:16.76515,,,,,,f,,question,167,1,time,7
508,2018-01-24 04:14:16.825695,,,,,,f,,question,167,2,multi-confusing,No
509,2018-01-24 04:14:16.886891,,,,,,f,,question,167,3,"",""
510,2018-01-24 04:14:16.932891,,,,,,f,,question,167,4,"",""
511,2018-01-24 05:08:17.187571,,,,,,f,,question,169,1,time,12
512,2018-01-24 05:08:17.245285,,,,,,f,,question,169,2,multi-confusing,no
513,2018-01-24 05:08:17.298442,,,,,,f,,question,169,3,"",""
514,2018-01-24 05:08:17.339278,,,,,,f,,question,169,4,"",""
515,2018-01-24 05:46:01.850426,,,,,,f,,question,171,1,time,12
516,2018-01-24 05:46:01.928818,,,,,,f,,question,171,2,multi-confusing,no
517,2018-01-24 05:46:02.021773,,,,,,f,,question,171,3,"",""
518,2018-01-24 05:46:02.086034,,,,,,f,,question,171,4,"",""
519,2018-01-24 07:42:11.898959,,,,,,f,,question,172,1,time,7
520,2018-01-24 07:42:12.156585,,,,,,f,,question,172,2,multi-confusing,no
521,2018-01-24 07:42:12.245646,,,,,,f,,question,172,3,"",""
522,2018-01-24 07:42:12.337032,,,,,,f,,question,172,4,"",""
523,2018-01-24 08:54:41.842118,,,,,,f,,question,173,1,time,10
524,2018-01-24 08:54:41.911885,,,,,,f,,question,173,2,multi-confusing,No
525,2018-01-24 08:54:41.977648,,,,,,f,,question,173,3,"",""
526,2018-01-24 08:54:42.032211,,,,,,f,,question,173,4,"",""
527,2018-01-24 09:31:03.708893,,,,,,f,,question,175,1,time,7
528,2018-01-24 09:31:03.773614,,,,,,f,,question,175,2,multi-confusing,no
529,2018-01-24 09:31:03.836684,,,,,,f,,question,175,3,"",""
530,2018-01-24 09:31:03.895053,,,,,,f,,question,175,4,"",""
531,2018-01-24 10:42:46.649215,,,,,,f,,question,176,1,time,10
532,2018-01-24 10:42:46.723546,,,,,,f,,question,176,2,multi-confusing,no
533,2018-01-24 10:42:46.801667,,,,,,f,,question,176,3,"",""
534,2018-01-24 10:42:46.875235,,,,,,f,,question,176,4,"",""
535,2018-01-24 10:54:35.554371,,,,,,f,,question,177,1,time,10
536,2018-01-24 10:54:35.649625,,,,,,f,,question,177,2,multi-confusing,no
537,2018-01-24 10:54:35.742149,,,,,,f,,question,177,3,"",""
538,2018-01-24 10:54:35.843308,,,,,,f,,question,177,4,"",""
539,2018-01-24 11:27:49.558784,,,,,,f,,question,178,1,time,15
540,2018-01-24 11:27:49.644621,,,,,,f,,question,178,2,multi-confusing,no
541,2018-01-24 11:27:49.7263,,,,,,f,,question,178,3,"",""
542,2018-01-24 11:27:49.809418,,,,,,f,,question,178,4,"",""
543,2018-01-24 11:40:55.370178,,,,,,f,,question,179,1,time,12
544,2018-01-24 11:40:55.440371,,,,,,f,,question,179,2,multi-confusing,no but the above is just a guess i didnt count 
545,2018-01-24 11:40:55.507681,,,,,,f,,question,179,3,"",""
546,2018-01-24 11:40:55.576542,,,,,,f,,question,179,4,"",""
547,2018-01-24 12:03:24.561312,,,,,,f,,question,181,1,time,10
548,2018-01-24 12:03:24.706568,,,,,,f,,question,181,2,multi-confusing,"no, it made sense. It was fun to see what was going to work and what wouldn't. "
549,2018-01-24 12:03:24.8173,,,,,,f,,question,181,3,"",""
550,2018-01-24 12:03:24.953082,,,,,,f,,question,181,4,"",""
551,2018-01-24 12:10:46.681431,,,,,,f,,question,182,1,time,10
552,2018-01-24 12:10:46.766674,,,,,,f,,question,182,2,multi-confusing,Nope.
553,2018-01-24 12:10:46.854725,,,,,,f,,question,182,3,"",""
554,2018-01-24 12:10:46.942033,,,,,,f,,question,182,4,"",""
555,2018-01-24 12:22:13.358948,,,,,,f,,question,183,1,time,10
556,2018-01-24 12:22:13.411386,,,,,,f,,question,183,2,multi-confusing,No
557,2018-01-24 12:22:13.460376,,,,,,f,,question,183,3,"",""
558,2018-01-24 12:22:13.507751,,,,,,f,,question,183,4,"",""
559,2018-01-24 12:38:40.918395,,,,,,f,,question,184,1,time,10
560,2018-01-24 12:38:40.998569,,,,,,f,,question,184,2,multi-confusing,no
561,2018-01-24 12:38:41.079024,,,,,,f,,question,184,3,"",""
562,2018-01-24 12:38:41.175771,,,,,,f,,question,184,4,"",""
563,2018-01-24 12:48:29.798658,,,,,,f,,question,185,1,time,5
564,2018-01-24 12:48:29.882375,,,,,,f,,question,185,2,multi-confusing,Yes I thought I could change the parts
565,2018-01-24 12:48:29.96607,,,,,,f,,question,185,3,"",""
566,2018-01-24 12:48:30.051376,,,,,,f,,question,185,4,"",""
567,2018-01-24 13:03:51.004821,,,,,,f,,question,186,1,time,7
568,2018-01-24 13:03:51.073755,,,,,,f,,question,186,2,multi-confusing,no
569,2018-01-24 13:03:51.138814,,,,,,f,,question,186,3,"",""
570,2018-01-24 13:03:51.204179,,,,,,f,,question,186,4,"",""
571,2018-01-24 13:49:40.511252,,,,,,f,,question,188,1,time,15
572,2018-01-24 13:49:40.584742,,,,,,f,,question,188,2,multi-confusing,"I was confused trying to deselect items from the first two tries.  I didn't understand that my choices in the first round would carry over for the other 3.  In the last round, I chose the wrong item by mistake and couldn't fix it."
573,2018-01-24 13:49:40.650868,,,,,,f,,question,188,3,"",""
574,2018-01-24 13:49:40.717242,,,,,,f,,question,188,4,"",""
575,2018-01-24 14:10:15.451863,,,,,,f,,question,190,1,time,15
576,2018-01-24 14:10:15.516323,,,,,,f,,question,190,2,multi-confusing,The first time I tried to do the experiment I got an error message and a request to email someone.  I did that.  I also just tried to do the experiment again starting from scratch.  I was able to be I found it confusing.  I thought that once I chose somemparts I could remove then between flights.  i couldn't.  I also don't understand how seeing my predecessor's parts failure helped me to choose parts as the instructions say that the part failures are totally random.  ????
577,2018-01-24 14:10:15.581794,,,,,,f,,question,190,3,"",""
578,2018-01-24 14:10:15.649729,,,,,,f,,question,190,4,"",""
583,2018-01-24 16:03:07.933927,,,,,,f,,question,192,1,time,12
588,2018-01-24 16:45:10.893155,,,,,,f,,question,193,2,multi-confusing,no
589,2018-01-24 16:45:10.981986,,,,,,f,,question,193,3,"",""
579,2018-01-24 14:29:43.25698,,,,,,f,,question,191,1,time,10
587,2018-01-24 16:45:10.78502,,,,,,f,,question,193,1,time,5
580,2018-01-24 14:29:43.404184,,,,,,f,,question,191,2,multi-confusing,deselecting parts i didnt want to use anymore
581,2018-01-24 14:29:43.511949,,,,,,f,,question,191,3,"",""
582,2018-01-24 14:29:43.625574,,,,,,f,,question,191,4,"",""
584,2018-01-24 16:03:08.041511,,,,,,f,,question,192,2,multi-confusing,""
585,2018-01-24 16:03:08.172363,,,,,,f,,question,192,3,"",""
586,2018-01-24 16:03:08.2621,,,,,,f,,question,192,4,"",""
590,2018-01-24 16:45:11.084105,,,,,,f,,question,193,4,"",""
591,2018-01-24 17:05:38.196975,,,,,,f,,question,194,1,time,12
592,2018-01-24 17:05:38.271943,,,,,,f,,question,194,2,multi-confusing,"No, everything was straightforward "
593,2018-01-24 17:05:38.34301,,,,,,f,,question,194,3,"",""
594,2018-01-24 17:05:38.448042,,,,,,f,,question,194,4,"",""
595,2018-01-24 17:16:07.260939,,,,,,f,,question,195,1,time,5
596,2018-01-24 17:16:07.483436,,,,,,f,,question,195,2,multi-confusing,""
597,2018-01-24 17:16:07.627863,,,,,,f,,question,195,3,"",""
598,2018-01-24 17:16:07.763188,,,,,,f,,question,195,4,"",""
599,2018-01-24 17:32:17.648088,,,,,,f,,question,196,1,time,12
600,2018-01-24 17:32:17.745384,,,,,,f,,question,196,2,multi-confusing,No
601,2018-01-24 17:32:17.845918,,,,,,f,,question,196,3,"",""
602,2018-01-24 17:32:17.950757,,,,,,f,,question,196,4,"",""
603,2018-01-24 18:37:38.606567,,,,,,f,,question,197,1,time,0
604,2018-01-24 18:37:38.704509,,,,,,f,,question,197,2,multi-confusing,""
605,2018-01-24 18:37:38.821022,,,,,,f,,question,197,3,"",""
606,2018-01-24 18:37:38.928668,,,,,,f,,question,197,4,"",""
607,2018-01-24 18:48:21.955406,,,,,,f,,question,198,1,time,7
608,2018-01-24 18:48:22.032813,,,,,,f,,question,198,2,multi-confusing,the select/deselect parts did not seem to be working during the different flights per round. Not sure if you were suppose to change but it was confusing. 
609,2018-01-24 18:48:22.101299,,,,,,f,,question,198,3,"",""
610,2018-01-24 18:48:22.17827,,,,,,f,,question,198,4,"",""
611,2018-01-24 21:28:49.579977,,,,,,f,,question,200,1,time,10
612,2018-01-24 21:28:49.697703,,,,,,f,,question,200,2,multi-confusing,nothing was confusing 
613,2018-01-24 21:28:49.825946,,,,,,f,,question,200,3,"",""
614,2018-01-24 21:28:49.942686,,,,,,f,,question,200,4,"",""
615,2018-01-24 21:35:42.167621,,,,,,f,,question,201,1,time,5
616,2018-01-24 21:35:42.229791,,,,,,f,,question,201,2,multi-confusing,no
617,2018-01-24 21:35:42.280373,,,,,,f,,question,201,3,"",""
618,2018-01-24 21:35:42.328717,,,,,,f,,question,201,4,"",""
619,2018-01-24 22:09:03.144203,,,,,,f,,question,203,1,time,15
620,2018-01-24 22:09:03.230896,,,,,,f,,question,203,2,multi-confusing,No
621,2018-01-24 22:09:03.318921,,,,,,f,,question,203,3,"",""
622,2018-01-24 22:09:03.398435,,,,,,f,,question,203,4,"",""
623,2018-01-24 22:26:26.40362,,,,,,f,,question,204,1,time,5
624,2018-01-24 22:26:26.49325,,,,,,f,,question,204,2,multi-confusing,"I don't understand the point of picking what I picked, everything was random."
625,2018-01-24 22:26:26.583951,,,,,,f,,question,204,3,"",""
626,2018-01-24 22:26:26.68458,,,,,,f,,question,204,4,"",""
627,2018-01-24 22:45:55.495235,,,,,,f,,question,205,1,time,10
628,2018-01-24 22:45:55.565762,,,,,,f,,question,205,2,multi-confusing,no
629,2018-01-24 22:45:55.633787,,,,,,f,,question,205,3,"",""
630,2018-01-24 22:45:55.686816,,,,,,f,,question,205,4,"",""
631,2018-01-24 23:22:05.004823,,,,,,f,,question,206,1,time,10
632,2018-01-24 23:22:05.122077,,,,,,f,,question,206,2,multi-confusing,No
633,2018-01-24 23:22:05.242482,,,,,,f,,question,206,3,"",""
634,2018-01-24 23:22:05.420955,,,,,,f,,question,206,4,"",""
635,2018-01-24 23:34:21.873529,,,,,,f,,question,207,1,time,0
636,2018-01-24 23:34:21.942271,,,,,,f,,question,207,2,multi-confusing,""
637,2018-01-24 23:34:22.005709,,,,,,f,,question,207,3,"",""
638,2018-01-24 23:34:22.06642,,,,,,f,,question,207,4,"",""
639,2018-01-25 00:23:14.808336,,,,,,f,,question,209,1,time,15
640,2018-01-25 00:23:14.930556,,,,,,f,,question,209,2,multi-confusing,No issues
641,2018-01-25 00:23:15.062452,,,,,,f,,question,209,3,"",""
642,2018-01-25 00:23:15.175396,,,,,,f,,question,209,4,"",""
643,2018-01-25 00:55:41.281665,,,,,,f,,question,210,1,time,10
644,2018-01-25 00:55:41.414632,,,,,,f,,question,210,2,multi-confusing,"No, I didn't find anything to be confusing about this task. Thanks!"
645,2018-01-25 00:55:41.546988,,,,,,f,,question,210,3,"",""
646,2018-01-25 00:55:41.67502,,,,,,f,,question,210,4,"",""
647,2018-01-25 03:26:58.975585,,,,,,f,,question,211,1,time,10
648,2018-01-25 03:26:59.013387,,,,,,f,,question,211,2,multi-confusing,"No it was clear, it would have been nice to see the results from all generations instead of just the last person though."
649,2018-01-25 03:26:59.050713,,,,,,f,,question,211,3,"",""
650,2018-01-25 03:26:59.082893,,,,,,f,,question,211,4,"",""
651,2018-01-25 04:45:07.062523,,,,,,f,,question,212,1,time,7
652,2018-01-25 04:45:07.124846,,,,,,f,,question,212,2,multi-confusing,Not really.
653,2018-01-25 04:45:07.182532,,,,,,f,,question,212,3,"",""
654,2018-01-25 04:45:07.251007,,,,,,f,,question,212,4,"",""
655,2018-01-25 05:58:44.084465,,,,,,f,,question,213,1,time,12
656,2018-01-25 05:58:44.160393,,,,,,f,,question,213,2,multi-confusing,"No, I didn't really find anything to be confusing."
657,2018-01-25 05:58:44.23374,,,,,,f,,question,213,3,"",""
658,2018-01-25 05:58:44.302385,,,,,,f,,question,213,4,"",""
659,2018-01-25 06:07:47.51449,,,,,,f,,question,214,1,time,5
660,2018-01-25 06:07:47.608249,,,,,,f,,question,214,2,multi-confusing,"No, it was clear. "
661,2018-01-25 06:07:47.689159,,,,,,f,,question,214,3,"",""
662,2018-01-25 06:07:47.772326,,,,,,f,,question,214,4,"",""
663,2018-01-25 06:44:42.589159,,,,,,f,,question,215,1,time,15
664,2018-01-25 06:44:42.959024,,,,,,f,,question,215,2,multi-confusing,nothing
665,2018-01-25 06:44:43.326073,,,,,,f,,question,215,3,"",""
666,2018-01-25 06:44:43.68872,,,,,,f,,question,215,4,"",""
667,2018-01-25 07:03:00.740283,,,,,,f,,question,216,1,time,7
668,2018-01-25 07:03:00.904404,,,,,,f,,question,216,2,multi-confusing,No
669,2018-01-25 07:03:01.066544,,,,,,f,,question,216,3,"",""
670,2018-01-25 07:03:01.248612,,,,,,f,,question,216,4,"",""
671,2018-01-25 13:53:54.163903,,,,,,f,,question,219,1,time,15
672,2018-01-25 13:53:54.377298,,,,,,f,,question,219,2,multi-confusing,In the beginning I thought I was able to select new parts between each flight.. then I realized it was after 4 flights. 
673,2018-01-25 13:53:54.569084,,,,,,f,,question,219,3,"",""
674,2018-01-25 13:53:54.766082,,,,,,f,,question,219,4,"",""
675,2018-01-25 14:02:49.756918,,,,,,f,,question,220,1,time,12
676,2018-01-25 14:02:49.852577,,,,,,f,,question,220,2,multi-confusing,"The parts used didn't say anthing about what they did or what they for it was just parts, which seemed odd that you couldn't see what those parts did so you could choose more accurately."
677,2018-01-25 14:02:49.993595,,,,,,f,,question,220,3,"",""
678,2018-01-25 14:02:50.091136,,,,,,f,,question,220,4,"",""
692,2018-01-25 15:35:48.400506,,,,,,f,,question,226,2,multi-confusing,nothing
695,2018-01-25 16:16:43.017522,,,,,,f,,question,227,1,time,7
696,2018-01-25 16:16:43.135361,,,,,,f,,question,227,2,multi-confusing,no
679,2018-01-25 14:23:29.924929,,,,,,f,,question,222,1,time,7
701,2018-01-25 16:53:57.798569,,,,,,f,,question,229,3,"",""
680,2018-01-25 14:23:30.080592,,,,,,f,,question,222,2,multi-confusing,NO.  I found it interesting.  I tried looking at what people had used that failed the least and went with that at first.  then I tried some of the ones they didn't use and then I just chose all colorful items just to see what would work  I liked this a lot
693,2018-01-25 15:35:48.713756,,,,,,f,,question,226,3,"",""
681,2018-01-25 14:23:30.1715,,,,,,f,,question,222,3,"",""
682,2018-01-25 14:23:30.268109,,,,,,f,,question,222,4,"",""
685,2018-01-25 14:54:18.868851,,,,,,f,,question,223,3,"",""
691,2018-01-25 15:35:48.087891,,,,,,f,,question,226,1,time,15
694,2018-01-25 15:35:49.103449,,,,,,f,,question,226,4,"",""
697,2018-01-25 16:16:43.279504,,,,,,f,,question,227,3,"",""
699,2018-01-25 16:53:57.592204,,,,,,f,,question,229,1,time,7
683,2018-01-25 14:54:18.661856,,,,,,f,,question,223,1,time,12
684,2018-01-25 14:54:18.766403,,,,,,f,,question,223,2,multi-confusing,no
686,2018-01-25 14:54:18.966016,,,,,,f,,question,223,4,"",""
687,2018-01-25 15:16:13.818026,,,,,,f,,question,224,1,time,12
688,2018-01-25 15:16:14.011823,,,,,,f,,question,224,2,multi-confusing,nope
689,2018-01-25 15:16:14.202732,,,,,,f,,question,224,3,"",""
