id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,max_size,full,role
1,2018-01-20 05:09:01.150542,10,20,,,,f,,particle_network,201,t,practice
2,2018-01-20 05:09:01.155772,10,20,,,,f,,particle_network,201,t,practice
3,2018-01-20 05:09:01.158068,10,20,,,,f,,particle_network,201,t,practice
4,2018-01-20 05:09:01.160404,10,20,,,,f,,particle_network,201,t,practice
6,2018-01-20 05:09:01.167991,10,20,,,,f,,particle_network,201,t,experiment
8,2018-01-20 05:09:01.172767,10,20,,,,f,,particle_network,201,t,experiment
5,2018-01-20 05:09:01.164345,10,20,,,,f,,particle_network,201,t,experiment
7,2018-01-20 05:09:01.170427,10,20,,,,f,,particle_network,201,t,experiment
