id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
209,2018-05-08 13:48:29.127864,,,,,,f,,participant,209,3PQ8K71NHYDQ75HU6GS9HFH281WAAT,209:3PQ8K71NHYDQ75HU6GS9HFH281WAAT,3OND0WXMHW85KL8Q2PZL60YC1OFHE8,live,,,,working
213,2018-05-08 15:45:48.577564,,,,,,f,,participant,213,36AHBNMV1S5P1UI96WXRA27FWVHDYT,213:36AHBNMV1S5P1UI96WXRA27FWVHDYT,3O0M2G5VC6VUDDTEF7ZGKXOX5NH495,live,2018-05-08 15:51:22.760192,1.8,0,approved
171,2018-05-07 15:51:05.805041,,,,,,f,,participant,171,3T111IHZ5FJ413T6GL0VGAVS2JHR9A,171:3T111IHZ5FJ413T6GL0VGAVS2JHR9A,3W5PY7V3UP0ZHWK7QQE0PG67WSVJY1,live,2018-05-07 16:01:25.606249,1.8,0,approved
210,2018-05-08 13:56:37.089836,,,,,,f,,participant,210,39KFRKBFIOOG5R9YW5B7LWJE098OYL,210:39KFRKBFIOOG5R9YW5B7LWJE098OYL,3OND0WXMHW85KL8Q2PZL60YC1OFHE8,live,2018-05-08 14:03:55.888029,1.8,0,approved
176,2018-05-07 20:13:03.171816,,,,,,f,,participant,176,3R6BYFZZP85XZ96VS66FFO3R6ZLXFU,176:3R6BYFZZP85XZ96VS66FFO3R6ZLXFU,36FFXPMST9HRWCLFW32HBCSQ5Q2OH0,live,2018-05-07 20:25:29.585011,1.8,0,approved
173,2018-05-07 16:27:45.728734,,,,,,f,,participant,173,3OWEPKL08A5F8MDL8HLUTUZC6W5N77,173:3OWEPKL08A5F8MDL8HLUTUZC6W5N77,3W31J70BASPHPDPKCJWNT4E18TEKCU,live,2018-05-07 16:32:50.872946,1.8,0,approved
215,2018-05-08 19:32:05.495424,,,,,,f,,participant,215,3S96KQ6I9NXTK8JFWQAS2LF0HUQDTX,215:3S96KQ6I9NXTK8JFWQAS2LF0HUQDTX,3RDTX9JRTYURW0BXH5XNN987WP779S,live,2018-05-08 19:38:14.734903,1.8,0,approved
220,2018-05-08 20:59:35.569411,,,,,,f,,participant,220,3NGMS9VZTMBGZNFASC0T9H3K2YEFFI,220:3NGMS9VZTMBGZNFASC0T9H3K2YEFFI,391JB9X4ZY1UYZ1BP8Q1W0JD28QMKO,live,2018-05-08 21:05:02.254262,1.8,0,approved
224,2018-05-08 23:29:02.914409,,,,,,f,,participant,224,3STRJBFXOXK1YEPPO7WF6YAQ14BTKG,224:3STRJBFXOXK1YEPPO7WF6YAQ14BTKG,3N3WJQXELSJFB1F00QJIWRIUL3G2LI,live,2018-05-08 23:34:53.112063,1.8,0,approved
230,2018-05-09 01:39:49.030747,,,,,,f,,participant,230,34MAJL3QP5GBLV2SO038H4HWAJM34X,230:34MAJL3QP5GBLV2SO038H4HWAJM34X,336OE47KI2D4JMP1SEAV77WLG8EWVE,live,2018-05-09 01:50:26.700044,1.8,0,approved
227,2018-05-09 00:59:15.796006,,,,,,f,,participant,227,3FUI0JHJPYRQ3ZJOOMYP7ZPQWJN339,227:3FUI0JHJPYRQ3ZJOOMYP7ZPQWJN339,3A9LA2FRWS7EQLZ7XUPDUPJJHV9HX2,live,2018-05-09 01:05:23.655341,1.8,0,approved
236,2018-05-09 05:16:25.791854,,,,,,f,,participant,236,3WOKGM4L729J8WDDOX0YT4PUOZJ0OS,236:3WOKGM4L729J8WDDOX0YT4PUOZJ0OS,3BAKUKE49H5JPESHM6G0DKHOZRY1R1,live,2018-05-09 06:13:33.33104,,,abandoned
